tenure_months,day_of_month,invoice_amount,avg_ticket,gateway_error_code,card_brand,payment_history_score,failure_count_90d,hour_of_day,day_of_week,attempt_count,ltv_estimated,recovered
0,2,257.56,276.53,insufficient_funds,visa,0.581,2,13,6,1,257.56,1
7,4,279.17,319.92,insufficient_funds,mastercard,0.374,1,19,6,1,279.17,1
42,14,50.86,58.3,insufficient_funds,visa,0.846,1,15,1,3,187.73,0
0,18,147.16,146.01,insufficient_funds,visa,0.4,1,12,3,2,147.16,0
4,15,97.19,105.63,expired_card,visa,0.542,2,23,2,1,97.19,0
5,19,39.92,39.51,card_declined,visa,0.581,0,7,1,1,39.92,0
5,24,75.08,83.32,insufficient_funds,visa,0.633,0,22,0,1,75.08,1
4,28,31.8,33.23,insufficient_funds,visa,0.679,2,5,1,2,31.8,1
0,11,274.66,310.64,insufficient_funds,mastercard,0.6,0,17,1,4,274.66,1
11,6,388.18,446.09,insufficient_funds,visa,0.554,3,13,4,2,388.18,1
4,8,67.88,64.42,insufficient_funds,visa,0.516,1,18,4,1,67.88,0
2,5,54.92,62.82,expired_card,elo,0.214,0,18,6,2,54.92,0
19,13,249.43,263.84,insufficient_funds,mastercard,0.567,1,12,4,1,368.31,1
6,26,287.93,265.31,card_declined,visa,0.431,2,13,0,4,287.93,0
48,11,36.32,30.91,insufficient_funds,hipercard,0.72,3,19,3,2,114.99,0
2,5,85.7,90.43,insufficient_funds,elo,0.475,2,0,0,2,85.7,0
13,16,92.76,85.03,insufficient_funds,mastercard,0.657,3,14,0,3,92.76,1
5,31,49.29,45.32,insufficient_funds,mastercard,0.519,1,10,6,3,49.29,0
66,6,137.73,139.89,card_declined,visa,0.815,4,15,1,2,730.93,0
3,24,52.49,45.1,card_declined,mastercard,0.436,3,11,3,1,52.49,0
30,25,60.49,58.97,generic_decline,mastercard,0.816,0,18,6,4,132.68,1
3,13,89.33,97.35,insufficient_funds,hipercard,0.545,2,20,4,1,89.33,0
53,19,26.04,22.35,insufficient_funds,hipercard,0.695,0,12,2,1,92.63,1
20,14,15.73,16.31,do_not_honor,visa,0.635,0,16,2,2,24.01,1
5,8,220.99,198.34,card_declined,hipercard,0.684,3,15,0,3,220.99,0
5,14,50.64,56.15,insufficient_funds,elo,0.205,1,11,5,1,50.64,1
3,4,651.19,629.83,insufficient_funds,mastercard,0.464,1,19,5,2,651.19,1
43,22,563.4,616.15,insufficient_funds,amex,0.554,1,12,6,2,2034.92,1
53,25,62.33,66.52,insufficient_funds,visa,0.67,0,16,5,4,275.68,0
4,10,780.69,869.18,expired_card,visa,0.428,2,21,3,3,780.69,0
32,17,224.81,225.95,insufficient_funds,amex,0.376,1,17,1,2,544.29,0
6,7,55.1,54.87,generic_decline,visa,0.611,1,14,6,1,55.1,0
67,4,9.86,8.49,insufficient_funds,elo,0.753,1,16,1,3,45.03,0
40,20,180.13,181.96,card_declined,elo,0.621,2,22,2,1,555.99,0
6,5,100.5,101.16,insufficient_funds,amex,0.485,1,17,4,3,100.5,0
16,24,143.39,147.97,expired_card,visa,0.559,1,16,5,2,172.96,1
18,8,79.77,70.94,do_not_honor,mastercard,0.69,1,14,5,1,93.64,1
3,25,35.39,35.81,insufficient_funds,visa,0.4,4,19,2,1,35.39,0
57,12,66.89,65.97,expired_card,amex,0.709,1,10,0,1,296.12,1
18,12,183.11,188.38,insufficient_funds,mastercard,0.458,2,18,3,1,248.66,0
1,23,71.35,74.79,insufficient_funds,mastercard,0.272,2,16,6,1,71.35,0
3,16,70.97,68.02,processing_error,amex,0.565,1,8,1,1,70.97,1
44,6,25.35,25.38,card_declined,mastercard,0.746,4,21,3,3,85.93,1
5,25,106.0,102.66,card_declined,mastercard,0.579,0,16,0,2,106.0,0
57,11,36.4,39.3,insufficient_funds,mastercard,0.891,1,17,4,1,176.41,0
2,4,221.04,240.7,processing_error,mastercard,0.431,1,16,4,1,221.04,0
26,13,50.92,47.76,expired_card,elo,0.758,1,22,4,2,92.44,0
59,17,75.17,69.75,insufficient_funds,elo,0.686,2,16,1,2,325.22,0
31,18,668.25,704.0,do_not_honor,visa,0.738,1,20,4,2,1639.83,1
1,25,74.45,80.57,insufficient_funds,visa,0.418,2,16,1,2,74.45,0
64,16,66.09,56.39,insufficient_funds,mastercard,0.867,1,20,2,2,285.71,1
2,7,164.45,160.87,processing_error,visa,0.578,3,20,5,3,164.45,0
4,8,20.02,18.87,insufficient_funds,elo,0.542,1,23,3,1,20.02,1
0,4,296.93,320.67,insufficient_funds,mastercard,0.35,0,17,6,2,296.93,0
4,23,236.35,211.08,insufficient_funds,visa,0.361,1,14,5,1,236.35,1
2,4,155.75,168.75,do_not_honor,mastercard,0.489,0,22,3,1,155.75,0
5,18,4.87,5.11,insufficient_funds,visa,0.301,1,17,2,3,4.87,0
71,18,77.63,85.62,insufficient_funds,elo,0.784,2,17,4,4,481.26,0
9,24,31.55,36.19,insufficient_funds,visa,0.634,1,19,4,1,31.55,1
4,3,265.32,263.45,insufficient_funds,visa,0.518,0,15,3,2,265.32,1
33,6,248.98,263.87,insufficient_funds,visa,0.676,1,18,0,2,656.71,0
22,27,137.97,146.66,do_not_honor,mastercard,0.612,1,23,1,4,238.4,1
2,17,33.57,37.04,card_declined,elo,0.477,1,18,3,2,33.57,0
53,15,368.63,370.63,do_not_honor,mastercard,0.741,2,19,6,2,1536.0,0
12,23,77.43,68.32,card_declined,visa,0.579,3,18,5,1,77.43,0
49,27,485.95,555.83,insufficient_funds,mastercard,0.728,3,17,5,1,2114.55,1
2,8,123.74,107.29,insufficient_funds,mastercard,0.634,1,17,1,3,123.74,0
13,27,153.33,174.6,expired_card,elo,0.554,2,23,0,1,164.88,0
1,4,64.94,60.17,insufficient_funds,visa,0.671,5,18,6,2,64.94,0
0,30,341.11,340.34,expired_card,elo,0.461,0,4,1,1,341.11,0
0,6,167.82,190.51,insufficient_funds,mastercard,0.636,2,11,4,1,167.82,1
0,8,352.17,370.83,card_declined,mastercard,0.465,0,12,4,1,352.17,0
13,4,114.45,117.39,insufficient_funds,mastercard,0.621,1,18,3,2,114.45,0
35,24,93.75,88.85,insufficient_funds,visa,0.688,2,10,0,2,235.39,1
1,30,165.85,155.52,generic_decline,visa,0.427,2,22,2,1,165.85,0
0,9,352.06,302.71,insufficient_funds,elo,0.486,1,10,6,2,352.06,1
3,10,241.19,247.44,insufficient_funds,mastercard,0.486,1,21,3,4,241.19,1
0,9,110.52,108.2,insufficient_funds,mastercard,0.414,5,22,6,2,110.52,0
27,5,18.78,17.23,insufficient_funds,mastercard,0.368,2,23,0,1,34.7,0
9,24,200.79,193.82,expired_card,visa,0.467,0,0,0,1,200.79,0
6,2,27.23,30.83,generic_decline,visa,0.644,3,15,4,1,27.23,0
1,29,100.84,111.38,do_not_honor,mastercard,0.45,1,20,1,2,100.84,0
6,28,88.2,86.36,card_declined,visa,0.677,3,22,3,3,88.2,0
4,4,27.74,31.73,card_declined,amex,0.477,1,16,2,3,27.74,0
1,16,136.09,134.54,insufficient_funds,visa,0.513,1,11,1,1,136.09,0
3,31,662.54,632.56,do_not_honor,mastercard,0.39,1,13,0,3,662.54,0
8,25,74.05,71.56,expired_card,visa,0.495,0,14,3,2,74.05,0
62,22,193.01,214.7,insufficient_funds,amex,0.909,1,20,0,3,1053.82,0
1,1,792.32,737.12,generic_decline,elo,0.433,3,22,4,1,792.32,0
1,3,210.33,192.79,insufficient_funds,visa,0.682,0,15,1,1,210.33,1
10,24,55.12,62.74,insufficient_funds,mastercard,0.484,0,23,0,4,55.12,0
13,12,120.66,129.14,card_declined,hipercard,0.726,1,18,5,1,121.95,0
4,20,149.83,161.69,insufficient_funds,mastercard,0.413,3,15,6,1,149.83,1
11,23,349.34,374.52,insufficient_funds,visa,0.577,1,9,0,4,349.34,0
5,14,287.39,303.16,insufficient_funds,elo,0.476,2,15,6,4,287.39,0
1,5,8.35,7.33,expired_card,visa,0.639,1,14,2,1,8.35,0
1,12,45.69,49.17,insufficient_funds,visa,0.441,2,9,0,1,45.69,0
3,26,91.85,84.93,insufficient_funds,elo,0.613,3,22,2,3,91.85,0
1,11,39.67,35.3,insufficient_funds,hipercard,0.425,2,9,3,1,39.67,1
1,2,3.65,4.18,insufficient_funds,visa,0.501,2,23,1,1,3.65,0
3,29,51.31,44.04,insufficient_funds,visa,0.575,0,0,5,1,51.31,1
4,21,97.44,83.75,insufficient_funds,visa,0.516,0,10,0,1,97.44,0
8,16,61.3,57.8,insufficient_funds,amex,0.581,0,18,6,1,61.3,0
42,25,40.32,44.48,insufficient_funds,amex,0.382,0,23,2,1,143.23,0
42,13,101.42,115.96,insufficient_funds,amex,0.556,1,7,6,1,373.39,1
0,30,132.58,117.41,insufficient_funds,visa,0.502,3,11,2,2,132.58,0
0,26,64.47,62.45,processing_error,visa,0.57,2,17,0,1,64.47,0
0,9,330.6,353.84,insufficient_funds,mastercard,0.314,4,23,2,1,330.6,0
6,12,102.89,107.38,insufficient_funds,visa,0.28,1,14,2,2,102.89,1
12,8,45.07,41.46,insufficient_funds,visa,0.616,0,16,2,1,45.07,1
20,20,36.0,34.16,expired_card,visa,0.556,0,13,4,1,50.29,1
4,19,80.9,83.19,insufficient_funds,elo,0.39,1,9,3,1,80.9,1
31,16,262.82,226.19,card_declined,mastercard,0.421,1,0,6,3,526.87,1
3,29,47.03,50.67,card_declined,elo,0.509,1,18,4,1,47.03,0
3,15,165.96,154.78,insufficient_funds,visa,0.533,4,22,3,2,165.96,0
13,24,106.31,116.78,insufficient_funds,elo,0.5,1,10,1,2,110.28,0
1,20,574.21,605.85,generic_decline,mastercard,0.622,0,16,4,1,574.21,0
2,16,138.25,144.28,insufficient_funds,visa,0.608,0,19,4,3,138.25,0
5,2,52.57,56.79,expired_card,mastercard,0.496,1,12,0,4,52.57,1
3,20,188.01,164.05,expired_card,elo,0.347,3,14,0,1,188.01,0
12,19,193.72,179.77,insufficient_funds,visa,0.64,1,22,1,4,193.72,0
24,4,68.7,69.15,processing_error,elo,0.322,1,13,3,1,123.09,1
28,24,34.76,37.65,insufficient_funds,mastercard,0.625,3,12,4,3,78.77,1
5,15,157.36,173.84,insufficient_funds,mastercard,0.426,1,8,2,2,157.36,1
51,10,103.42,99.76,expired_card,amex,0.803,1,17,1,2,396.42,1
47,25,25.41,27.65,do_not_honor,elo,0.589,2,15,0,4,100.53,0
65,11,122.55,112.27,insufficient_funds,mastercard,0.919,0,23,1,4,577.72,0
71,19,55.51,48.56,expired_card,visa,0.861,1,16,2,1,272.95,1
7,18,25.43,23.5,insufficient_funds,mastercard,0.242,2,11,3,1,25.43,0
50,2,71.49,80.14,expired_card,elo,0.819,4,6,6,1,311.66,1
1,14,305.52,309.56,insufficient_funds,hipercard,0.366,2,22,4,2,305.52,0
4,7,285.87,284.27,insufficient_funds,elo,0.263,3,19,3,2,285.87,0
0,6,226.65,243.2,generic_decline,elo,0.465,2,17,2,3,226.65,0
0,20,124.16,105.91,card_declined,mastercard,0.387,1,15,2,4,124.16,0
66,1,165.94,146.94,insufficient_funds,elo,0.519,1,3,4,2,767.76,1
12,29,106.7,93.88,generic_decline,visa,0.563,2,16,4,1,106.7,0
6,13,36.63,32.47,insufficient_funds,mastercard,0.443,2,9,1,3,36.63,0
3,9,43.73,43.12,card_declined,mastercard,0.624,2,19,5,2,43.73,0
54,28,57.0,53.25,card_declined,mastercard,0.883,0,22,5,1,225.25,1
2,16,339.42,368.51,processing_error,mastercard,0.487,2,22,6,2,339.42,1
12,18,254.38,280.25,insufficient_funds,hipercard,0.493,3,6,6,3,254.38,0
58,22,37.46,42.24,card_declined,amex,0.891,1,14,0,1,193.27,1
2,26,102.5,93.15,expired_card,elo,0.5,2,17,2,2,102.5,1
1,4,68.36,68.42,insufficient_funds,elo,0.497,2,15,0,1,68.36,0
57,3,85.17,73.64,do_not_honor,elo,0.602,5,18,5,1,330.55,0
5,31,60.72,55.98,insufficient_funds,mastercard,0.671,2,15,6,1,60.72,1
17,1,340.73,352.49,insufficient_funds,visa,0.714,4,9,3,4,438.61,0
59,22,96.12,93.88,expired_card,amex,0.651,3,10,1,2,437.73,1
53,18,118.44,125.22,insufficient_funds,visa,0.719,2,17,2,4,518.95,0
8,17,119.3,131.44,processing_error,elo,0.588,0,20,0,3,119.3,1
4,24,39.23,34.05,insufficient_funds,visa,0.26,1,0,0,1,39.23,0
26,31,107.64,121.8,insufficient_funds,mastercard,0.734,1,13,0,2,235.75,1
44,2,251.15,216.67,card_declined,visa,0.595,0,11,0,2,733.55,0
61,18,361.62,413.87,do_not_honor,elo,0.868,5,23,6,1,1998.65,1
28,22,35.26,36.72,card_declined,amex,0.765,0,13,0,1,76.83,1
35,10,25.37,21.89,insufficient_funds,visa,0.613,0,15,1,3,57.99,0
46,26,103.3,100.0,insufficient_funds,visa,0.778,1,19,1,2,355.22,0
8,15,261.83,242.84,card_declined,amex,0.716,2,9,2,4,261.83,1
0,6,134.54,146.59,do_not_honor,visa,0.675,2,12,1,2,134.54,0
0,25,178.88,164.15,expired_card,elo,0.592,0,22,1,1,178.88,1
6,28,29.2,32.06,expired_card,elo,0.242,2,17,6,1,29.2,1
6,4,58.81,55.5,insufficient_funds,elo,0.623,3,15,4,1,58.81,0
28,23,13.9,15.94,insufficient_funds,visa,0.686,2,17,1,1,33.35,1
0,7,86.13,80.2,insufficient_funds,elo,0.414,2,17,1,2,86.13,0
11,1,14.3,15.09,insufficient_funds,hipercard,0.501,2,11,2,1,14.3,0
6,8,319.32,348.08,insufficient_funds,visa,0.569,1,23,2,3,319.32,0
24,25,388.99,355.9,expired_card,elo,0.576,0,13,1,3,633.5,1
2,5,110.76,96.66,insufficient_funds,visa,0.439,1,14,2,1,110.76,1
10,4,25.5,25.89,insufficient_funds,hipercard,0.499,0,9,6,2,25.5,1
5,23,136.48,143.73,do_not_honor,visa,0.638,0,16,4,3,136.48,0
4,13,509.72,558.24,insufficient_funds,visa,0.624,1,17,0,1,509.72,0
0,5,149.16,138.99,card_declined,visa,0.441,1,15,5,3,149.16,0
15,7,280.06,311.34,processing_error,hipercard,0.406,0,19,2,1,340.53,1
12,24,63.52,71.44,processing_error,mastercard,0.257,2,13,4,1,63.52,1
3,19,45.08,48.86,processing_error,visa,0.517,0,17,2,2,45.08,1
0,24,91.79,78.23,processing_error,visa,0.485,4,11,5,3,91.79,0
0,4,17.65,15.46,insufficient_funds,amex,0.383,1,23,4,1,17.65,1
12,15,730.4,839.46,expired_card,visa,0.71,2,19,4,4,730.4,1
37,24,110.66,118.43,do_not_honor,mastercard,0.757,4,11,6,2,332.9,1
67,8,211.1,219.13,insufficient_funds,mastercard,0.962,1,8,5,1,1162.3,1
70,6,64.87,72.68,card_declined,elo,0.767,2,10,3,1,402.77,1
53,12,24.82,21.39,insufficient_funds,mastercard,0.698,3,9,4,1,88.65,1
6,11,346.87,373.65,expired_card,elo,0.64,1,18,2,1,346.87,0
1,6,36.01,37.68,insufficient_funds,visa,0.517,1,0,4,3,36.01,1
4,29,133.26,147.18,expired_card,mastercard,0.6,1,12,1,1,133.26,0
4,15,144.89,156.97,insufficient_funds,visa,0.454,1,14,3,1,144.89,0
3,18,104.39,103.92,insufficient_funds,mastercard,0.601,2,1,5,1,104.39,0
23,4,48.69,42.42,insufficient_funds,mastercard,0.594,1,11,3,2,72.23,1
3,18,85.58,96.09,card_declined,mastercard,0.495,2,20,4,1,85.58,0
43,17,42.03,45.35,do_not_honor,amex,0.837,0,21,1,3,149.77,0
5,28,200.58,191.94,insufficient_funds,amex,0.68,3,15,5,1,200.58,0
5,13,162.41,185.99,insufficient_funds,visa,0.64,3,18,3,2,162.41,1
4,24,95.91,90.48,card_declined,mastercard,0.454,0,21,2,1,95.91,0
12,9,59.0,56.71,expired_card,elo,0.592,3,8,0,1,59.0,1
3,17,635.45,725.94,insufficient_funds,hipercard,0.689,2,20,0,4,635.45,1
28,28,30.75,32.3,expired_card,visa,0.588,2,21,0,2,67.58,0
0,19,24.79,27.61,do_not_honor,mastercard,0.598,1,18,3,2,24.79,0
8,22,90.88,101.45,insufficient_funds,mastercard,0.435,1,14,0,1,90.88,0
37,26,77.72,78.57,insufficient_funds,visa,0.535,3,16,4,1,220.86,0
4,28,259.14,241.02,insufficient_funds,mastercard,0.42,2,10,0,1,259.14,1
1,6,173.53,191.62,generic_decline,visa,0.464,3,19,4,2,173.53,0
25,6,100.35,100.41,processing_error,visa,0.795,2,18,3,1,186.53,1
0,17,152.45,155.39,insufficient_funds,elo,0.571,5,17,1,1,152.45,0
36,31,150.01,151.87,generic_decline,visa,0.495,0,21,2,1,414.61,1
26,16,633.33,540.15,insufficient_funds,visa,0.731,1,8,2,4,1045.49,1
52,11,122.42,105.74,card_declined,mastercard,0.704,3,16,0,2,429.19,0
40,16,53.38,55.24,card_declined,mastercard,0.629,1,13,2,2,168.79,0
14,3,116.6,126.9,processing_error,mastercard,0.607,2,17,4,2,129.3,1
1,6,9.55,9.43,card_declined,hipercard,0.451,2,0,4,1,9.55,0
4,5,94.95,86.13,insufficient_funds,mastercard,0.588,1,12,6,1,94.95,0
0,2,258.09,250.86,insufficient_funds,visa,0.558,2,8,4,2,258.09,0
0,22,166.89,180.32,insufficient_funds,visa,0.389,2,14,3,3,166.89,0
4,10,127.44,112.48,do_not_honor,mastercard,0.633,5,22,1,4,127.44,0
51,6,174.01,177.15,insufficient_funds,visa,0.646,2,4,2,2,703.95,0
4,16,260.45,276.25,expired_card,amex,0.427,3,22,6,3,260.45,0
9,10,346.69,337.94,insufficient_funds,mastercard,0.496,1,18,6,2,346.69,1
5,12,145.46,149.88,insufficient_funds,mastercard,0.347,0,22,4,1,145.46,0
1,10,73.82,82.31,insufficient_funds,amex,0.672,3,20,0,2,73.82,0
15,1,12.52,11.44,expired_card,elo,0.52,1,14,0,2,12.52,0
10,21,233.06,207.55,insufficient_funds,elo,0.575,0,15,6,1,233.06,0
8,4,154.48,134.13,insufficient_funds,mastercard,0.664,2,0,5,3,154.48,0
60,7,111.94,119.54,insufficient_funds,visa,0.733,1,15,3,2,567.81,1
7,6,53.05,59.42,generic_decline,mastercard,0.439,0,15,2,2,53.05,1
25,11,230.38,243.54,expired_card,visa,0.673,0,19,1,2,452.41,1
55,6,77.78,88.9,expired_card,mastercard,0.679,1,16,3,2,383.69,1
61,11,94.81,100.73,do_not_honor,amex,0.923,1,12,4,2,486.44,1
10,8,93.01,87.11,expired_card,mastercard,0.62,1,11,0,1,93.01,1
30,2,145.77,135.08,expired_card,visa,0.636,1,20,3,3,303.93,1
51,26,35.24,37.0,expired_card,visa,0.85,3,15,2,1,147.03,0
0,9,161.11,169.61,insufficient_funds,amex,0.481,1,8,6,2,161.11,0
4,4,51.52,51.89,insufficient_funds,visa,0.643,3,20,4,2,51.52,1
44,16,53.15,53.58,do_not_honor,mastercard,0.757,2,14,6,4,181.4,1
2,4,214.6,209.23,insufficient_funds,elo,0.491,0,12,2,1,214.6,0
2,24,40.39,38.57,insufficient_funds,visa,0.161,2,9,0,1,40.39,1
0,2,214.25,222.87,processing_error,elo,0.415,0,10,5,1,214.25,0
5,15,106.96,114.9,insufficient_funds,visa,0.665,2,5,2,1,106.96,0
2,28,22.61,24.74,expired_card,elo,0.436,0,19,3,2,22.61,0
17,5,328.48,309.54,card_declined,visa,0.663,0,17,4,1,385.16,1
65,6,128.77,142.59,insufficient_funds,visa,0.662,1,23,4,2,733.74,0
1,18,138.73,130.52,insufficient_funds,visa,0.318,0,10,5,2,138.73,1
1,30,239.16,225.16,insufficient_funds,amex,0.405,0,13,1,2,239.16,0
9,12,370.24,404.23,card_declined,mastercard,0.712,1,17,0,3,370.24,1
2,19,116.86,133.32,do_not_honor,elo,0.503,4,16,2,1,116.86,0
10,5,169.14,191.07,processing_error,mastercard,0.563,1,16,3,2,169.14,1
23,19,135.93,120.07,insufficient_funds,elo,0.553,2,8,4,3,204.44,0
29,8,72.08,67.51,insufficient_funds,mastercard,0.519,2,0,5,3,146.56,0
23,18,23.95,25.82,expired_card,mastercard,0.568,2,19,3,1,43.96,1
0,4,118.31,129.18,card_declined,mastercard,0.562,0,18,5,1,118.31,0
0,16,332.72,333.15,insufficient_funds,visa,0.299,2,1,3,1,332.72,1
1,7,164.12,140.29,insufficient_funds,amex,0.671,1,21,1,1,164.12,1
48,21,37.87,37.89,insufficient_funds,amex,0.807,3,20,4,1,140.95,1
1,23,259.13,222.68,insufficient_funds,visa,0.614,3,11,3,2,259.13,0
9,25,74.25,69.38,card_declined,amex,0.592,3,16,3,1,74.25,1
18,31,15.24,15.96,generic_decline,visa,0.686,2,12,5,1,21.07,1
3,15,241.44,214.97,insufficient_funds,mastercard,0.64,2,21,0,3,241.44,0
4,20,42.21,44.9,insufficient_funds,elo,0.496,3,10,1,3,42.21,0
46,1,475.43,492.74,insufficient_funds,visa,0.759,1,21,4,1,1750.32,1
6,27,270.96,265.24,insufficient_funds,visa,0.36,1,18,1,2,270.96,0
7,18,79.84,76.78,insufficient_funds,elo,0.587,2,10,1,3,79.84,1
0,14,147.0,165.29,insufficient_funds,mastercard,0.545,3,21,6,1,147.0,0
12,14,841.82,855.25,insufficient_funds,mastercard,0.697,1,21,6,2,841.82,1
17,24,237.63,265.35,card_declined,elo,0.529,2,17,2,1,330.18,1
0,25,120.78,117.61,expired_card,visa,0.531,0,15,0,1,120.78,0
31,24,1272.62,1308.75,expired_card,visa,0.67,2,17,5,1,3048.48,1
4,16,108.51,123.31,expired_card,hipercard,0.625,3,18,5,2,108.51,0
6,12,163.9,145.42,insufficient_funds,mastercard,0.623,3,8,2,2,163.9,0
12,28,42.55,39.52,insufficient_funds,mastercard,0.602,2,14,4,1,42.55,1
8,19,22.08,24.84,insufficient_funds,visa,0.496,1,23,0,1,22.08,1
68,17,75.7,73.93,insufficient_funds,hipercard,0.835,1,20,2,4,397.99,0
14,18,101.14,94.22,insufficient_funds,visa,0.656,1,8,0,4,101.14,1
1,19,130.96,150.5,generic_decline,visa,0.639,6,21,6,1,130.96,0
47,22,27.69,24.39,generic_decline,visa,0.675,1,7,2,2,88.68,1
48,17,175.79,181.67,card_declined,elo,0.706,2,18,0,2,675.81,0
13,26,46.75,50.79,expired_card,visa,0.49,3,13,0,2,47.96,1
15,26,167.86,182.3,card_declined,visa,0.565,2,12,0,2,199.39,1
12,14,224.28,220.37,expired_card,mastercard,0.642,1,15,0,1,224.28,0
49,6,68.79,59.38,expired_card,mastercard,0.801,1,8,3,3,225.9,0
21,17,41.52,45.77,insufficient_funds,visa,0.428,2,23,1,2,70.89,1
9,19,385.15,420.13,generic_decline,mastercard,0.392,3,23,4,2,385.15,0
29,16,212.26,195.54,card_declined,visa,0.526,2,10,3,3,424.51,0
2,26,111.88,106.53,insufficient_funds,visa,0.633,4,23,6,1,111.88,0
64,4,360.25,361.61,insufficient_funds,visa,0.818,1,23,5,1,1832.16,1
20,9,105.25,93.07,processing_error,hipercard,0.705,3,9,4,1,137.02,1
5,26,56.33,61.75,do_not_honor,mastercard,0.676,4,0,1,2,56.33,0
0,28,40.15,45.23,insufficient_funds,visa,0.513,2,15,2,2,40.15,0
0,14,88.82,83.71,insufficient_funds,visa,0.566,0,13,6,3,88.82,0
6,6,194.01,218.69,insufficient_funds,visa,0.347,1,15,5,1,194.01,1
3,14,335.94,366.26,insufficient_funds,mastercard,0.648,2,16,3,1,335.94,0
9,15,99.81,106.63,insufficient_funds,elo,0.581,5,19,3,3,99.81,0
34,16,287.15,327.57,insufficient_funds,visa,0.687,2,17,2,4,841.49,1
42,8,80.81,76.56,insufficient_funds,amex,0.778,2,16,5,3,246.52,1
28,10,48.82,54.91,insufficient_funds,visa,0.631,0,15,6,1,114.88,0
3,20,30.63,26.94,processing_error,visa,0.504,1,23,4,3,30.63,0
5,19,62.35,61.94,expired_card,visa,0.261,1,12,6,1,62.35,0
14,20,31.67,32.16,insufficient_funds,visa,0.6,0,10,5,2,32.77,1
51,12,582.57,516.65,insufficient_funds,elo,0.531,1,13,5,1,2053.04,1
1,11,144.41,154.69,processing_error,mastercard,0.337,2,20,3,1,144.41,0
63,12,89.79,89.12,insufficient_funds,elo,0.848,3,12,3,1,444.49,0
66,29,451.26,445.24,expired_card,visa,0.712,3,17,2,1,2326.38,1
4,13,30.74,31.49,insufficient_funds,visa,0.364,4,14,3,2,30.74,1
64,18,86.54,77.06,insufficient_funds,mastercard,0.582,1,14,3,1,390.44,1
61,16,577.5,525.53,do_not_honor,mastercard,0.827,1,19,3,2,2537.87,0
7,26,86.01,77.77,insufficient_funds,visa,0.542,3,10,1,1,86.01,0
9,12,859.12,975.6,insufficient_funds,visa,0.485,1,17,2,1,859.12,1
15,14,196.42,212.52,insufficient_funds,hipercard,0.613,1,16,3,3,232.44,1
29,25,311.83,314.56,insufficient_funds,mastercard,0.769,0,20,3,3,682.9,1
44,6,319.96,335.27,card_declined,visa,0.606,1,22,0,2,1135.08,0
33,18,97.89,102.29,card_declined,elo,0.466,2,9,4,2,254.57,0
51,13,63.35,58.83,do_not_honor,visa,0.829,0,12,6,2,233.78,0
0,31,88.22,77.28,insufficient_funds,elo,0.241,1,9,1,2,88.22,0
26,22,40.68,41.35,insufficient_funds,hipercard,0.64,1,23,6,3,80.04,1
6,1,92.19,85.64,generic_decline,visa,0.581,2,17,1,3,92.19,0
66,25,97.37,108.28,insufficient_funds,hipercard,0.753,3,23,0,1,565.76,1
0,22,438.32,403.61,processing_error,visa,0.503,1,23,4,1,438.32,1
0,17,165.57,169.19,expired_card,visa,0.435,0,22,5,2,165.57,0
64,7,797.21,778.1,insufficient_funds,mastercard,0.817,1,12,5,1,3942.37,1
3,5,14.35,15.4,generic_decline,elo,0.489,1,15,0,1,14.35,0
30,19,33.16,37.64,insufficient_funds,visa,0.83,4,11,0,4,84.69,1
18,14,71.29,69.4,expired_card,visa,0.763,2,14,6,2,91.61,1
8,26,368.04,317.73,insufficient_funds,visa,0.715,2,14,1,2,368.04,1
42,8,88.68,92.97,expired_card,visa,0.538,1,22,1,1,299.36,0
10,19,26.54,23.59,expired_card,visa,0.676,1,18,5,1,26.54,1
22,8,78.62,69.29,insufficient_funds,visa,0.728,1,19,1,4,112.63,0
7,19,33.74,35.38,generic_decline,hipercard,0.407,0,19,3,1,33.74,1
64,2,28.34,24.96,insufficient_funds,elo,0.677,1,16,6,3,126.46,1
0,12,577.07,512.8,insufficient_funds,hipercard,0.601,1,13,4,1,577.07,1
0,6,71.53,70.22,insufficient_funds,visa,0.601,1,21,2,3,71.53,0
41,18,114.0,112.37,card_declined,visa,0.711,2,13,3,2,352.58,0
0,10,90.0,101.17,insufficient_funds,mastercard,0.598,1,16,1,2,90.0,1
2,24,78.18,72.93,expired_card,mastercard,0.315,0,10,5,3,78.18,1
16,4,46.32,44.94,card_declined,mastercard,0.607,1,16,3,1,52.53,1
59,17,74.18,78.8,card_declined,visa,0.699,3,15,5,1,367.42,0
22,18,131.89,144.83,generic_decline,elo,0.676,2,22,6,1,235.43,1
8,1,344.67,329.07,do_not_honor,mastercard,0.464,2,13,3,1,344.67,0
2,2,226.79,235.71,insufficient_funds,visa,0.54,2,13,0,4,226.79,0
65,10,33.1,34.33,card_declined,mastercard,0.878,2,9,6,1,176.66,0
1,18,235.22,221.33,insufficient_funds,visa,0.617,1,15,1,3,235.22,0
6,29,149.12,132.06,insufficient_funds,visa,0.554,2,20,1,3,149.12,0
0,4,56.12,59.19,insufficient_funds,hipercard,0.331,1,17,2,1,56.12,0
5,22,114.91,106.91,insufficient_funds,mastercard,0.416,0,8,6,1,114.91,1
3,21,162.51,153.65,insufficient_funds,visa,0.398,1,13,4,3,162.51,1
53,20,101.92,104.13,insufficient_funds,visa,0.668,2,13,4,2,431.55,1
